Age,latitude,longitude,Pin code,Medium (P1),Medium (P2),Ease and convenient,Time saving,Easy Payment option,Good delevery safe ,Good Tracking system,Late Delivery,product damage ,Bad past experience,Unavailability,Long delivery time,Delay of delivery ,Wrong order delivered,Missing item,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Output,Reviews
23,12.977,77.5773,560009,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Yes,Nil
23,13.0487,77.5923,560024,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Yes,Nil
20,12.9579,77.6309,560007,Speed posst,Post Man pickup,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Yes,Swiggy and zomato are the best Speed posst
21,12.9579,77.6309,560007,Speed posst,Web browser,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Very Important,Important,Very Important,Yes,I have no issues with the delivery
24,12.9579,77.6309,560007,Speed posst,Web browser,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,Yes,Speed posst are performing well in Bangalore. But poor delivery when it comes to rural places
23,13.0487,77.5923,560024,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Yes,Nil
25,12.985,77.5533,560010,Speed posst,Web browser,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Neutral,Yes,Important,Important,Very Important,Important,Yes,I love being a part of zomato premium member. I get amazing offers
32,12.985,77.5533,560010,Post Man pickup,Web browser,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Very Important,Important,Very Important,Yes,"Whenever I'm not well, use dunzo to order for my whole family "
27,12.985,77.5533,560010,Speed posst,Web browser,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,No,Worst behavior by customer care. They process refund quite late
20,12.9337,77.59,560011,Speed posst,Web browser,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Important,Moderately Important,Yes,Best delivery people working hard for their family. respect them
21,12.9337,77.59,560011,Speed posst,Normal Post,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Yes,I have no issues with the post delivery service. They're good
26,12.9337,77.59,560011,Speed posst,Normal Post,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,No,I can't blame the delivery people for late delivery. It lies in the logistics department of such startups.
25,13.0166,77.6804,560016,Speed posst,Post Man pickup,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Strongly disagree,Agree,Yes,Very Important,Very Important,Unimportant,Very Important,Yes,NIL
26,13.014,77.5658,560012,Speed posst,Post Man pickup,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Neutral,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Important,Important,Moderately Important,Important,Yes,I'm satisfied with the service and swiggy is the best
26,13.014,77.5658,560012,Speed posst,Post Man pickup,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Important,Important,Important,Yes,I love post delivery service. They are amazing
27,13.0503,77.5529,560013,Speed posst,Normal Post,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Maybe,Important,Very Important,Important,Very Important,No,"I require faster delivery. Nowadays due to covid, the delivery service is slow"
27,13.0503,77.5529,560013,Speed posst,Normal Post,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Disagree,Strongly Agree,Agree,Agree,Neutral,Yes,Important,Important,Important,Important,No,A delivery person abused me for marking the location wrong. I can understand his tedious work. But abusing with such vulgar words is not tolerable
24,12.9883,77.5987,560051,Speed posst,Normal Post,Agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Maybe,Anytime (Mon-Sun),45 minutes,Strongly Agree,Neutral,Disagree,Neutral,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Yes,Nil
25,13.0626,77.5284,560015,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Agree,Neutral,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Disagree,Disagree,Disagree,Yes,Important,Very Important,Important,Very Important,Yes,Certainly a wonderful delivery service
20,13.0626,77.5284,560015,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Very Important,Important,Important,No,There are not much restaurant choices
22,13.0626,77.5284,560015,Speed posst,Normal Post,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Maybe,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Yes,No problem with post delivery startups
26,13.0166,77.6804,560016,Speed posst,Web browser,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Very Important,Important,Important,Yes,NIL
27,13.0166,77.6804,560016,Speed posst,Normal Post,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Important,Yes,NIL
25,12.9551,77.6593,560017,Speed posst,Web browser,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Neutral,Neutral,Maybe,Important,Moderately Important,Moderately Important,Important,Yes,"Best service, Crazy drivers !"
24,12.9551,77.6593,560017,Speed posst,Post Man pickup,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Important,Yes,I have no problem with delivery service. BEST service !
23,12.9551,77.6593,560017,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Disagree,Disagree,Strongly disagree,Agree,Yes,Important,Very Important,Important,Moderately Important,Yes,I have good experience with swiggy. No issues
22,12.957,77.5637,560018,Speed posst,Post Man pickup,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Neutral,Neutral,Agree,Yes,Important,Important,Important,Important,No,They really need to delivery fast
26,12.957,77.5637,560018,Speed posst,Normal Post,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,Weekdays (Mon-Fri),60 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,No,Important,Slightly Important,Slightly Important,Slightly Important,No,Not happy with the post quality when it is delivered
26,12.957,77.5637,560018,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Very Important,Important,Very Important,Yes,"Tracking system needs to be improved, sometimes the delivery guy is still and doesn't show his movements"
25,12.957,77.5637,560018,Speed posst,Web browser,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Important,No,"If delivery gets slow, I tend to give poor ratings on delivery "
29,12.957,77.5637,560018,Speed posst,Normal Post,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Moderately Important,Moderately Important,Moderately Important,No,I want both delivery to be quick as well as post quality to be good
23,12.8652,77.524,560109,Post Man pickup,Normal Post,Agree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Agree,Maybe,Important,Moderately Important,Important,Moderately Important,Yes,Paid but never received it. No fresh and over paid compared to buying it directly
22,12.9698,77.75,560066,Speed posst,Post Man pickup,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Agree,Agree,Strongly disagree,Strongly disagree,Yes,Slightly Important,Very Important,Unimportant,Important,Yes,NIL
22,12.9889,77.5741,560020,Speed posst,Normal Post,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Neutral,Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Important,No,NIL
32,12.9889,77.5741,560020,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Disagree,Neutral,Agree,Neutral,Yes,Important,Moderately Important,Moderately Important,Very Important,Yes,All good with the service.
28,12.9925,77.5633,560021,Speed posst,Normal Post,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Very Important,Very Important,Moderately Important,Important,Yes,"I love zomato's service 
-from a premium member"
22,12.977,77.5773,560009,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Very Important,Moderately Important,Important,Yes,NIL
25,12.9757,77.5586,560023,Speed posst,Web browser,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,"I love swiggy service, followed by zomato"
26,12.9757,77.5586,560023,Speed posst,Web browser,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,No,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Slightly Important,Moderately Important,Moderately Important,Important,No,post quality is reducing when it gets delivered
31,13.0487,77.5923,560024,Speed posst,Post Man pickup,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Yes,My family is satisfied with post delivery. But I worry about the quality and hygiene
24,13.0487,77.5923,560024,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Neutral,Disagree,Neutral,Neutral,Disagree,No,Important,Important,Very Important,Important,No,I had bad experiences in delivered post
24,12.9662,77.6068,560025,Speed posst,Web browser,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Agree,Agree,Yes,Important,Important,Important,Important,Yes,Marvelous service by swiggy and zomato
31,12.9662,77.6068,560025,Speed posst,Normal Post,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Maybe,Weekdays (Mon-Fri),60 minutes,Agree,Neutral,Neutral,Disagree,Disagree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Yes,I don't bother much about delivery unless the post is good
26,12.9343,77.6044,560029,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Yes,Swiggy delivery people are polite and fast as well
24,12.9343,77.6044,560029,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Moderately Important,Important,Moderately Important,Important,Yes,"Time doesn't bother me, But rating does. I order at high rated restaurants. preferably 4+ ratings"
22,12.9343,77.6044,560029,Speed posst,Web browser,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Important,Yes,NIL
19,12.9442,77.6076,560030,Speed posst,Post Man pickup,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,I have no trouble with delivery of startup services
25,12.9442,77.6076,560030,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Very Important,Yes,My family prefers good quality post so I order at highly rated restaurants
23,12.9442,77.6076,560030,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Yes,NIL
23,13.0298,77.6047,560032,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Important,Important,Moderately Important,No,I had bad experience with delivery. It could be due to location.
23,12.9261,77.6221,560034,Speed posst,Web browser,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,Yes,Brilliant execution with the delivery process
24,12.9621,77.5376,560104,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Very Important,Important,Moderately Important,Slightly Important,Yes,Nil
22,12.8845,77.6036,560076,Speed posst,Normal Post,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Yes,NIL
26,12.9048,77.6821,560036,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,12.9048,77.6821,560036,Speed posst,Web browser,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Yes,I'm quite satisfied with the service
20,12.9261,77.6221,560034,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,12.9261,77.6221,560034,Speed posst,Post Man pickup,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,No,I had few health issues after consuming delivered post. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of post
23,12.977,77.5773,560009,Speed posst,Post Man pickup,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Yes,NIL
25,12.9783,77.6408,560038,Speed posst,Normal Post,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,12.9783,77.6408,560038,Speed posst,Normal Post,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,No,I need the order to be delivered soon. It takes a lot of time
27,12.9217,77.5936,560041,Speed posst,Normal Post,Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,No,post needs to have good quality. It leads me to give higher rating
25,13.0206,77.6479,560043,Speed posst,Normal Post,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Moderately Important,Moderately Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people
21,13.0012,77.5995,560046,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Moderately Important,Important,Important,Important,No,Delivery is late. Need quick updates on location of order
23,13.0223,77.7132,560049,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Neutral,Yes,Important,Important,Very Important,Important,Yes,I have no trouble with delivery
24,12.9337,77.59,560011,Speed posst,Post Man pickup,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Agree,Agree,Agree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,Nil
32,12.982,77.6256,560008,Speed posst,Normal Post,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Disagree,Neutral,No,Unimportant,Slightly Important,Unimportant,Unimportant,Yes,Very few times I have  had bad experienced by aggregator or restaurant
28,13.0262,77.62,560045,Speed posst,Normal Post,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Disagree,Disagree,Neutral,No,Moderately Important,Slightly Important,Moderately Important,Important,Yes,Best service comes with great offers and wonderful service
26,12.9217,77.5936,560041,Speed posst,Normal Post,Agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Very Important,Very Important,Very Important,Very Important,No,Bad delivery system and less restaurant choices
31,13.0078,77.5577,560055,Speed posst,Normal Post,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Neutral,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,I order most of the times online and I feel they are safe and quick
27,13.0078,77.5577,560055,Speed posst,Web browser,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Agree,Neutral,No,Important,Moderately Important,Moderately Important,Slightly Important,Yes,I don't bother about ratings unless they taste good. But I prefer quicker delivery. Can't hold my hunger
21,12.9217,77.5936,560041,Speed posst,Normal Post,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Maybe,Weekend (Sat & Sun),30 minutes,Neutral,Neutral,Neutral,Agree,Neutral,Maybe,Important,Very Important,Important,Moderately Important,Yes,Good
23,12.9105,77.4842,560060,Speed posst,Web browser,Agree,Strongly disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Neutral,Agree,Yes,Important,Moderately Important,Important,Important,No,I dont have much restaurant choices and takes long time to deliver
26,12.9105,77.4842,560060,Speed posst,Normal Post,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Agree,Disagree,Neutral,Yes,Important,Moderately Important,Moderately Important,Important,No,"My location is outside Bangalore, good restaurants are in interior regions"
